109,1
63,1
187,1
172,1
128,1
80,1
29,1
99,1
53,1
199,1
206,1
209,1
210,1
195,1
176,1
132,1
21,1
201,1
18,1
151,1
82,1
31,1
203,1
204,1
207,1
106,1
60,1
134,1
101,1
55,1
197,1
178,1
75,1
46,1
145,1
158,1
149,1
114,1
147,1
189,1
174,1
160,1
130,1
116,1
186,1
171,1
127,1
79,1
96,1
28,1
50,1
211,1
107,1
61,1
148,1
190,1
175,1
161,1
131,1
117,1
14,1
153,1
4,1
2,1
144,1
182,1
167,1
157,1
142,1
180,1
165,1
155,1
137,1
123,1
113,1
194,1
140,1
74,1
70,1
121,1
111,1
65,1
103,1
92,1
86,1
68,1
45,1
41,1
23,1
57,1
35,1
26,1
11,1
17,1
6,1
9,1
150,1
81,1
30,1
135,1
184,1
169,1
125,1
192,1
163,1
72,1
77,1
119,1
105,1
98,1
94,1
90,1
88,1
43,1
59,1
52,1
48,1
39,1
37,1
200,1
84,1
33,1
13,1
143,1
185,1
183,1
181,1
170,1
168,1
166,1
156,1
146,1
141,1
188,1
179,1
173,1
164,1
159,1
154,1
136,1
126,1
124,1
122,1
112,1
193,1
191,1
162,1
139,1
73,1
71,1
69,1
129,1
120,1
115,1
110,1
78,1
76,1
196,1
177,1
152,1
118,1
64,1
198,1
104,1
102,1
97,1
95,1
93,1
91,1
89,1
87,1
85,1
67,1
27,1
133,1
44,1
42,1
40,1
22,1
100,1
83,1
58,1
56,1
51,1
49,1
47,1
38,1
36,1
34,1
25,1
12,1
10,1
202,1
108,1
54,1
32,1
16,1
205,1
62,1
5,1
208,1
20,1
8,1
3,1
1,1
19,1
138,1
66,1
24,1
15,1
7,1
